epoch,step,train_loss_epoch,train_loss_step,val_MAE,val_MAPE,val_RMSE,val_SMAPE,val_loss
0,2,,,33.44883346557617,0.22392918169498444,34.24102020263672,0.25691333413124084,18.28042984008789
0,2,14.273444175720215,,,,,,
1,5,,,28.68790626525879,0.19019685685634613,29.480743408203125,0.21419410407543182,15.288060188293457
1,5,9.107802391052246,,,,,,
2,8,,,24.25389289855957,0.16083687543869019,25.311784744262695,0.17709968984127045,13.465625762939453
2,8,6.853709697723389,,,,,,
3,11,,,20.608444213867188,0.13921014964580536,21.543689727783203,0.14898231625556946,12.272226333618164
3,11,5.819383144378662,,,,,,
4,14,,,17.250965118408203,0.12002900242805481,18.392562866210938,0.12433867156505585,11.363424301147461
4,14,5.468714237213135,,,,,,
5,17,,,14.855072975158691,0.10753502696752548,16.247312545776367,0.10780066251754761,10.730216026306152
5,17,5.270696640014648,,,,,,
6,20,,,13.715280532836914,0.10257408022880554,15.161495208740234,0.1005394384264946,10.305315017700195
6,20,5.2327375411987305,,,,,,
7,23,,,13.36147689819336,0.09961455315351486,14.813520431518555,0.09789352118968964,10.015191078186035
7,23,5.263511657714844,,,,,,
8,26,,,13.701896667480469,0.09874031692743301,15.082711219787598,0.09930732846260071,9.93791675567627
8,26,5.139925479888916,,,,,,
9,29,,,14.385272979736328,0.10073253512382507,15.653120040893555,0.10340549796819687,9.933345794677734
9,29,5.069366455078125,,,,,,
10,32,,,14.206351280212402,0.09882546961307526,15.455184936523438,0.10188376158475876,9.779712677001953
10,32,4.930278778076172,,,,,,
11,35,,,13.270829200744629,0.0928141176700592,14.57455825805664,0.09520471841096878,9.55466079711914
11,35,4.910302639007568,,,,,,
12,38,,,12.354365348815918,0.08662253618240356,13.690701484680176,0.08860163390636444,9.422945976257324
12,38,4.79024076461792,,,,,,
13,41,,,11.363361358642578,0.07992751151323318,12.712843894958496,0.08148480206727982,9.198036193847656
13,41,4.594020843505859,,,,,,
14,44,,,10.366867065429688,0.0734744668006897,11.735760688781738,0.07447575032711029,8.925426483154297
14,44,4.347525119781494,,,,,,
15,47,,,9.648334503173828,0.06703377515077591,11.022236824035645,0.06849128007888794,8.719100952148438
15,47,4.163033962249756,,,,,,
16,49,,4.15620756149292,,,,,
16,50,,,8.942452430725098,0.0595802366733551,10.421658515930176,0.06183618679642677,8.527826309204102
16,50,3.9283111095428467,,,,,,
17,53,,,7.948674201965332,0.0533243790268898,9.405935287475586,0.05480015277862549,8.313227653503418
17,53,3.5702054500579834,,,,,,
18,56,,,7.569821357727051,0.049718260765075684,9.090929985046387,0.05145026743412018,8.234893798828125
18,56,3.3394415378570557,,,,,,
19,59,,,7.704182147979736,0.05094153806567192,9.278985977172852,0.05250006169080734,8.209205627441406
19,59,3.096061944961548,,,,,,
20,62,,,8.052285194396973,0.05305273458361626,9.571178436279297,0.05501426011323929,8.048123359680176
20,62,2.9686806201934814,,,,,,
21,65,,,8.39272403717041,0.05500428006052971,9.868046760559082,0.05717188119888306,7.807769298553467
21,65,2.8699610233306885,,,,,,
22,68,,,8.524633407592773,0.05550474300980568,9.96338939666748,0.05780288577079773,7.584395885467529
22,68,2.8072004318237305,,,,,,
23,71,,,8.628175735473633,0.056369900703430176,10.081367492675781,0.05850660428404808,7.405848026275635
23,71,2.700969696044922,,,,,,
24,74,,,8.663548469543457,0.05666707456111908,10.139848709106445,0.0587785430252552,7.288105487823486
24,74,2.6024787425994873,,,,,,
25,77,,,8.586851119995117,0.05564696714282036,10.001326560974121,0.05814490467309952,7.239190101623535
25,77,2.5518734455108643,,,,,,
26,80,,,8.581110000610352,0.05562677979469299,10.033875465393066,0.057990171015262604,7.214029788970947
26,80,2.46476674079895,,,,,,
27,83,,,8.733964920043945,0.05691671743988991,10.218875885009766,0.05907071754336357,7.270987033843994
27,83,2.435407876968384,,,,,,
28,86,,,8.710083961486816,0.05606018379330635,10.112702369689941,0.05856316536664963,7.271528244018555
28,86,2.3563907146453857,,,,,,
29,89,,,8.987894058227539,0.05800934508442879,10.396703720092773,0.06056913360953331,7.316338539123535
29,89,2.2714693546295166,,,,,,
30,92,,,9.101984024047852,0.058475740253925323,10.47245979309082,0.06114344298839569,7.314565658569336
30,92,2.24391770362854,,,,,,
31,95,,,9.122915267944336,0.05847712978720665,10.47956371307373,0.061224620789289474,7.303591728210449
31,95,2.2115659713745117,,,,,,
